"name","location.country"
"Claude Nougaro","France"
"Chakal","Spain"
"Chalie Boy","United States"
"Challenger","Spain"
"Chambao","Spain"
"Chameleon Circuit","United Kingdom"
"Champaign","United States"
"Champagne","Netherlands"
"Champion Jack Dupree","Germany"
"Chancho En Piedra","Chile"
"Chandrabindoo","India"
"Chanel","United Kingdom"
"Cast Of Thousands","United States"
"Castel Et Casti","France"
"Castle","Netherlands"
"Castanets","United States"
"Casting Crowns","United States"
"Castelhemis","France"
"Castles","United States"
"Castlecomer","Australia"
"Castrum","Ukraine"
"Casus Belli (FR)","France"
"Casus Belli","Poland"
"Claudia Bettinaglio","Switzerland"
"Claudette Robinson","United States"
"Claudette Ortiz","United States"
"Claudia","Brazil"
"Claudia De Breij","Netherlands"
"Claudia Church","United States"
"Claudia Brücken","Germany"
"Claudia Jung","Germany"
"Claudia Koreck","Germany"
"Claude-Michel Schönberg","France"
"Cat Ballou","Cologne"
"Casual","United States"
"Cat","United States"
"Casus Belli (GR)","Greece"
"Cat5","Sweden"
"Cat Mother And The All Night Newsboys","United States"
"Cat Power","United States"
"Cat Stevens","United Kingdom"
"Catacombs","United States"
"Cat Rapes Dog","Sweden"
"Carlos Vives","Colombia"
"Cor Scorpii","Norway"
"Coral Reefer Band","United States"
"Coram Lethe","Italy"
"Cor Veleno","Italy"
"Cora Frost","Germany"
"Coralie Clément","France"
"Claudine Clark","United States"
"Claudine Lebègue","France"
"Claudine Longet","France"
"Claudinho & Buchecha","Brazil"
"Claudio Cecchetto","Italy"
"Claudio Baglioni","Italy"
"Cataldo","Seattle"
"Catapilla","United Kingdom"
"Catapult","Netherlands"
"Catamenia","Finland"
"Catasexual Urge Motivation","Japan"
"Cataract","Switzerland"
"Catcall","Australia"
"Catch","United Kingdom"
"Catatonic Society","Oakland"
"Catch 22","United States"
"Catatonia","United Kingdom"
"Changin' My Life","Japan"
"Channel Live","United States"
"Champion","Canada"
"Chanson Plus Bifluorée","France"
"Chanticleer","United States"
"Chanté Moore","United States"
"Chaosbreed","Finland"
"Chaos UK","United Kingdom"
"Cham","Jamaica"
"Chalino Sánchez","Mexico"
"Claudio Lolli","Italy"
"Claudio Taddei","Uruguay"
"Claudio Rocchi","Italy"
"Claudio Valenzuela","Chile"
"Claudio Villa","Italy"
"Claudio Zoli","Brazil"
"Claus Hempler","Denmark"
"Claus Ogerman","Germany"
"Claw Boys Claw","Netherlands"
"Claudja Barry","New York"
"Clawfinger","Sweden"
"Catch (DK)","Denmark"
"Catchpole","Switzerland"
"Catchers","Ireland"
"Catch 22 (US-OH)","United States"
"Cate Le Bon","Wales"
"Cate Sparks","United States"
"Caterina Caselli","Italy"
"Catfish And The Bottlemen","United Kingdom"
"Caterina Valente","France"
"Corbin Bleu","United States"
"Corb Lund","Canada"
"Cordalene","United States"
"Corcobado","Spain"
"Cordel Do Fogo Encantado","Brazil"
"Cordelia's Dad","United States"
"Corde Oblique","Italy"
"Corbin-Hanner Band","United States"
"Corderoy","United Kingdom"
"Cordero","United States"
"Core","Switzerland"
"Corduroy Utd.","Sweden"
"Corelia","United States"
"Chapman","United Kingdom"
"Chapel Club","United Kingdom"
"Chappo","United States"
"Charla Corn","United States"
"Charizma & Peanut Butter Wolf","United States"
"Charlene","United States"
"Charlene Soraia","United Kingdom"
"Charles & Eddie","United States"
"Charles Bernstein","United States"
"Charles Bradley","Brooklyn"
"Charles Bissell","United States"
"Charles Burst","United States"
"Charles Bronson","United States"
"Charles Douglas","United States"
"Charles Fox","United States"
"Charles Hamilton","United States"
"Charles Ives","United States"
"Charles Johnson","United States"
"Charles Hayward","United Kingdom"
"Clay Jenkins","United States"
"Clay Aiken","United States"
"Clay Davidson","United States"
"Claydee","Greece"
"Claymore","Germany"
"Clay Walker","United States"
"Clazziquai Project","South Korea"
"Clea","United Kingdom"
"Cleaners From Venus","United Kingdom"
"Clean Bandit","United Kingdom"
"Coretta Scott","United States"
"Corey Clark","United States"
"Corey","United States"
"Corey Feldman","United States"
"Corey Crowder","United States"
"Corey Glover","United States"
"Corey Harris","United States"
"Corey Hart","Canada"
"Corey Taylor","United States"
"Corina","United States"
"Corina (RO)","Romania"
"Corine Bailey Rae","United Kingdom"
"Corizonas","Spain"
"Corinne Bailey Rae","United Kingdom"
"Catharsis","Russia"
"Catfish Haven","United States"
"Cathedrals","San Francisco"
"Catharsis (US)","United States"
"Cathedral","United States"
"Charles K. Harris","United States"
"Charles Pasi","France"
"Charles Strouse","United States"
"Charles Thompson","United States"
"Charles Williams","United Kingdom"
"Charles Trenet","France"
"Charles Wesley","United Kingdom"
"Charles Wright & The Watts 103rd Street Rhythm Band","United States"
"Charley Jordan","United States"
"Charley Patton","United States"
"Charley Pride","United States"
"Catherine Deneuve","France"
"Catherine Britt","Australia"
"Catherine Ferry","France"
"Catherine Feeny","United States"
"Catherine (US-IL)","United States"
"Catherine MacLellan","Prince Edward Island"
"Catherine Lara","France"
"Catherine Lambert","Australia"
"Catherine Major","Quebec"
"Catherine Russell","United States"
"Catherine Sauvage","France"
"Catherine Ringer","France"
"Catherine Porter","United States"
"Cathy Battistessa","United Kingdom"
"Cathi Bruns","Ireland"
"Catherine Zeta-Jones","United Kingdom"
"Cathie Ryan","United States"
"Clay Crosse","United States"
"Clean Cut Craig","United States"
"Clear","United States"
"Clear Blue Sky","United Kingdom"
"Clear Light","United States"
"Clearance Carter","United States"
"Clearlake","United Kingdom"
"Clearlight","France"
"Clefs Of Lavender Hill","United States"
"Cledus T. Judd","United States"
"Corinna Fugate","United States"
"Corky Laing","Canada"
"Corky And The Juice Pigs","Canada"
"Corn Mo","United States"
"Corn On Macabre","United States"
"Cormega","United States"
"Cormorant","San Francisco"
"Cornbread Red","United States"
"Cornbugs","United States"
"Cornel Campbell","Jamaica"
"Cornel West","United States"
"Cornelio Reyna","Mexico"
"Cornelius Brothers & Sister Rose","United States"
"Corneille","Canada"
"Charlie Barnet","United States"
"Charli XCX","United Kingdom"
"Charlie Byrd","United States"
"Charlie Chaplin (UK)","United Kingdom"
"Charlie Chesterman","United States"
"Charlie Clouser","United States"
"Charlie Martinez","United States"
"Charlie McCoy","United States"
"Charlie Parker","United States"
"Charlie Brown","United Kingdom"
"Charlie Pickett","United States"
"Charlie Puth","United States"
"Charlie Rouse","United States"
"Charlie Louvin","United States"
"Charlie Rich","United States"
"Charlie Simpson","United Kingdom"
"Clem Snide","United States"
"Clement Peerens","Belgium"
"Clementino","Italy"
"Clementina De Jesus","Brazil"
"Cleo Brown","United States"
"Cleo Laine","United Kingdom"
"Cleopatra","United Kingdom"
"Clepsydra","Switzerland"
"Cleveland Watkiss","United Kingdom"
"Clickhaze","Faroe Islands"
"Click Click","United Kingdom"
"ClickClickDecker","Germany"
"Catherine Spaak","France"
"Catherine Wheel","United Kingdom"
"Cathy Burton","United Kingdom"
"Cathy Fink","United States"
"Cathy Berberian","United States"
"Cathy Davey","Ireland"
"Cathy Dennis","United Kingdom"
"Catpeople","Spain"
"Cato Salsa Experience","Norway"
"Catie Curtis","United States"
"Cats And Cats And Cats","United Kingdom"
"Cats On Fire","Finland"
"Cattle Decapitation","San Diego"
"Cornell Campbell","Jamaica"
"Cornelius","Japan"
"Cornershop","United Kingdom"
"Corner Boy P","United States"
"Cornelis Vreeswijk","Sweden"
"Charlie Smalls","United States"
"Charlie Spivak","United States"
"Charlie Ventura","United States"
"Charlie Walker","United States"
"Charlie Winston","United Kingdom"
"Charlie Zaa","Colombia"
"Charlotte Church","United Kingdom"
"Charly","Austria"
"Charlotte Wessels","Netherlands"
"Charlotte Sometimes","United States"
"Charly Blacks","Jamaica"
"Charlus","France"
"Charly Lownoise & Mental Theo","Netherlands"
"Charlélie Couture","France"
"Charm City Devils","United States"
"Cornu","France"
"Coro Della SAT","Italy"
"Corona","Italy"
"Coro","United States"
"Coroner","Zurich"
"Coronatus","Germany"
"Corporate Avenger","United States"
"Client","United Kingdom"
"Cliff Bennett","United Kingdom"
"Cliff Eberhardt","United States"
"Cliff Edwards","United States"
"Cliff Martinez","United States"
"Cliff Richard And The Shadows","United Kingdom"
"Clifford Brown","United States"
"Clifford Curry","United States"
"Clifford Scott","United States"
"Clifton Chenier","United States"
"Climax","United States"
"Cliff Richard","United Kingdom"
"Charly McClain","United States"
"Charon","Finland"
"Chas McDevitt","United Kingdom"
"Chase","Japan"
"Chasen","United States"
"Charta 77","Sweden"
"Chase Rice","United States"
"Chaser","United States"
"Chas & Dave","United Kingdom"
"Cauldron","Spain"
"Catupecu Machu","Argentina"
"Cause For Alarm","New York"
"Caustic Christ","United States"
"Caustic Soda","Australia"
"Cauterize","Canada"
"Cavalar","Brazil"
"Cavalera Conspiracy","Brazil"
"Cavan O'Connor","United Kingdom"
"Cavalier (UK)","United Kingdom"
"Cave In","United States"
"Corpse","Sweden"
"Corpus Delicti","France"
"Corpus Christi","United States"
"Corpsefucking Art","Italy"
"Corpus Christii","Portugal"
"Corrado Guzzanti","Italy"
"Corquiéu","Spain"
"Corrina Repp","United States"
"Correatown","United States"
"Corrado Rustici","Italy"
"Corrupted","Japan"
"Corrinne May","Singapore"
"Corry Konings","Netherlands"
"Corry Brokken","Netherlands"
"Corroded","Sweden"
"Cortez","United Kingdom"
"Corrosion Of Conformity","United States"
"Chasing Furies","United States"
"Chatham County Line","United States"
"Chastity Belt","Seattle"
"Chasing Victory","United States"
"Chava Alberstein","Israel"
"Chavela Vargas","Mexico"
"Chazz Valentine","New Zealand"
"Che-Fu","New Zealand"
"Che'Nelle","Japan"
"Cheap Girls","United States"
"Caviar (US)","United States"
"Cavo","United States"
"Cayouche","Canada"
"Cazwell","United States"
"Caïman Fu","Canada"
"CC Cowboys","Norway"
"CCCP","Germany"
"CDB","Australia"
"CCCP Fedeli Alla Linea","Italy"
"Ce'cile","Jamaica"
"Cease Upon The Capitol","United States"
"Clifford T. Ward","United Kingdom"
"Clikatat Ikatowi","United States"
"Climie Fisher","United Kingdom"
"Clinic","United Kingdom"
"Climax Blues Band","United Kingdom"
"Clint Eastwood","United States"
"Clint Black","United States"
"Clint Eastwood (JM)","Jamaica"
"Clint Eastwood & General Saint","Jamaica"
"Clint Crisher","United States"
"Clint Howard","United States"
"Clint Mansell","United Kingdom"
"Clinton Fearon","United States"
"Clinton","United Kingdom"
"Clinton Gregory","United States"
"Clinton Sparks","United States"
"Clipping","Los Angeles"
"Clit 45","United States"
"Clipse","United States"
"Cheb Mami","Algeria"
"Chebaleba","Finland"
"Checkmate & Concise","Canada"
"Check In The Dark","United States"
"Cheap Trick","United States"
"Cheek","France"
"Cecil Gant","United States"
"Cecil Brooks III","United States"
"Cecilia","Norway"
"Cecil Otter","Minneapolis"
"Cecilia Bartoli","Italy"
"Cecilia Stalin","London"
"Cecilia Vennersten","Sweden"
"Cecil Sharp","England"
"Cecilia Toussaint","Mexico"
"Cecilia (ES)","Spain"
"Ceili Rain","United States"
"Celeste Buckingham","Slovakia"
"Celestial Crown","Estonia"
"Celluloide","France"
"Corson","France"
"Corte Dei Miracoli","Italy"
"Cortney Tidwell","United States"
"Corvus Corax","United States"
"Cory Branan","United States"
"Cory Gunz","United States"
"Cory Morrow","United States"
"COS","Belgium"
"Corynne Charby","France"
"Cosa Rosa","Germany"
"Cosculluela","Puerto Rico"
"Cosmic Baby","Germany"
"Cosmic Gate","Germany"
"Cosmic Rough Riders","United Kingdom"
"Cosmix","Germany"
"Cosmo Sheldrake","London"
"Cosmograf","United Kingdom"
"Cosmo Jarvis","United Kingdom"
"Cosmonauts","United States"
"Costanza","Brooklyn"
"Cosmosis","United Kingdom"
"Costa Cordalis","Greece"
"Cotton Weary","United States"
"Coti","Argentina"
"Celly Cel","United States"
"Celph Titled","United States"
"Cotton Jones","United States"
"Cotton Mather","United States"
"Cotzraiz","Germany"
"Cougar","Madison"
"Cough","United States"
"Cougnut","United States"
"Count Basic","Austria"
"Count Five","United States"
"Count Bass D","United States"
"Count The Hours","United States"
"Count The Stars","United States"
"Count Basie","United States"
"Count Raven","Sweden"
"Count Me Out","United States"
"Cheerleader","United Kingdom"
"Cheers Elephant","United States"
"Cheech & Chong","United States"
"Chela","Australia"
"Chelo","United States"
"Chelsea","United Kingdom"
"Chelsea Wolfe","United States"
"Chenelle","Japan"
"Chenoa","Spain"
"Cher Lloyd","United Kingdom"
"Clive Dunn","United Kingdom"
"Clive Gregson","United Kingdom"
"Clive Griffin","United Kingdom"
"Clique Girlz","United States"
"Clivilles & Cole","United States"
"Cliteater","Netherlands"
"Clock","United Kingdom"
"Clock DVA","United Kingdom"
"Clock Opera","United Kingdom"
"Clokx","Netherlands"
"Clockwork Times","Moskva"
"Clone The Fragile","United Kingdom"
"Close Lobsters","United Kingdom"
"Closer Than Kin","United States"
"Count Your Blessings","Maryland"
"Countdown","Canada"
"Counterfit","United States"
"Countdown Dance Masters","Canada"
"Countdown Mix Masters","Canada"
"Counting Crows","United States"
"Cherie Currie","United States"
"Cherise","United Kingdom"
"Cherish","United States"
"Cherrelle","United States"
"Cherry Belle","Indonesia"
"Cherry Five","Italy"
"Cherry Filter","South Korea"
"Cherub","United States"
"Cherryholmes","United States"
"Cheryl Pepsii Riley","United States"
"Cheryl Lynn","United States"
"Cem Adrian","Turkey"
"Cementerio Club","Peru"
"Cemetery Of Scream","Poland"
"Centerfold","Netherlands"
"Cenotaph (MX)","Mexico"
"Centr","Russia"
"Centinex","Sweden"
"Closedown","United States"
"Clor","United Kingdom"
"Close II You","Netherlands"
"Closterkeller","Poland"
"Closure","Canada"
"Clou","Czech Republic"
"Closet Monster","Canada"
"Century","United States"
"Cephalectomy","Canada"
"Cerber","Olsztyn"
"Cercle Rouge","France"
"Centro-Matic","United States"
"Cerebral Fix","United Kingdom"
"Ceremony (US-VA)","United States"
"Cephalic Carnage","Edgewater"
"Ceremony","United States"
"Ceremonial Oath","Sweden"
"Countess","Netherlands"
"Country Joe McDonald","United States"
"Country Joe And The Fish","United States"
"Courtney Act","Australia"
"Courtney Barnett","Australia"
"Course Of Nature","Los Angeles"
"Cerebral Turbulency","Czech Republic"
"Ceremonial Castings","United States"
"Cerf, Mitiska & Jaren","United States"
"Certified","Germany"
"Century (DE)","Germany"
"Certainly, Sir","United States"
"Cervello","Italy"
"Ces Cru","United States"
"Cerys Matthews","United Kingdom"
"Cesare Cremonini","Italy"
"Ceui","Japan"
"Cesium 137","United States"
"Cesária Évora","Cape Verde"
"Cloud Control","Australia"
"Cloud Nothings","United States"
"Cloud Cult","United States"
"Clouddead","United States"
"Cloudkicker","Columbus"
"Cloudscape","Sweden"
"Clout","South Africa"
"Clove","United States"
"Clouseau","Belgium"
"Chester French","United States"
"Cheswick","United States"
"Chet Atkins","United States"
"Chevelle","United States"
"Chevy Woods","United States"
"Chetes","Mexico"
"Chew Lips","United Kingdom"
"Chevelle Franklyn","Jamaica"
"Cheyenne Mize","Kentucky"
"Chiara Canzian","Italy"
"Chiara Mastroianni","France"
"Chiara","Malta"
"Chi Coltrane","United States"
"CEvin Key","Canada"
"Ceza","Turkey"
"Ch!pz","Netherlands"
"Cex","United States"
"CF98","Poland"
"Chab","Switzerland"
"Cha Cha","United States"
"Chaba","Japan"
"Chac Mool","Mexico"
"Chad Jackson","United Kingdom"
"Chad Gendason","United States"
"Chad Brock","United States"
"Chad Michael Stewart","Ontario"
"Chain Reaction","Italy"
"Chainsuck","United States"
"Clouds","Australia"
"Clover (US)","United States"
"Clowns & Helden","Germany"
"Clownage","France"
"CLP","Netherlands"
"CLSM","United Kingdom"
"Club 69","New York"
"Club House","Italy"
"Club 8","Sweden"
"Club Des Belugas","Germany"
"Club Dogo","Italy"
"Courageous","Germany"
"Courtney Jaye","United States"
"Courtney Pine","United Kingdom"
"Course Of Empire","United States"
"Courtney Marie Andrews","Seattle"
"Courtney Love","United States"
"Coury Palermo","United States"
"Cousin Oliver","United States"
"Coven","United States"
"Cousteau","United Kingdom"
"Covenant","Sweden"
"Chiasm","United States"
"Chic","United States"
"Chicago Poodle","Japan"
"Chichi Peralta","Dominican Republic"
"Chick Bullock","United States"
"Chick Webb","United States"
"Chick Corea","United States"
"Chicago","United States"
"Coven 13","Detroit"
"Cover Drive","Barbados"
"Coves","United Kingdom"
"Cow Cow Davenport","United States"
"Cowboy","United States"
"Cowboy Copas","United States"
"Cowboys & Aliens","Belgium"
"Cowboy Troy","United States"
"Cowboy Mouth","United States"
"Cowboy Junkies","Canada"
